ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,toa,mh_snomed,attends
E54000029,NHS North East London Integrated Care Board,2023/24,3,8,1,8
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,0,0,301
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,1,17,1,49
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,4,13,0,25
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,4,10,0,9
E54000028,NHS North Central London Integrated Care Board,2020/21,4,10,0,3
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,4,1,2
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,3,6,0,25
E54000030,NHS South East London Integrated Care Board,2019/20,4,7,0,3
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,4,14,0,9
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,4,14,0,7
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,1,0,67
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,4,14,0,9
E54000062,NHS Black Country Integrated Care Board,2023/24,4,14,0,10
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,5,17,0,17
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,17,1,6
E54000034,NHS Frimley Integrated Care Board,2019/20,5,2,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,5,11,0,4
E54000041,NHS Dorset Integrated Care Board,2023/24,5,23,0,1
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,4,14,1,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,5,21,0,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,0,1,1
E54000031,NHS South West London Integrated Care Board,2023/24,3,0,1,1
E54000062,NHS Black Country Integrated Care Board,2023/24,3,11,0,7313
E54000037,NHS Devon Integrated Care Board,2022/23,3,23,0,8
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,1,9,0,2412
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,21,0,2460
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,2,1,2
E54000034,NHS Frimley Integrated Care Board,2021/22,3,13,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,16,0,7278
E54000064,NHS Sussex Integrated Care Board,2019/20,4,9,0,34
E54000027,NHS North West London Integrated Care Board,2021/22,3,1,1,15
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,5,13,0,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,12,0,1999
E54000038,NHS Somerset Integrated Care Board,2022/23,1,11,0,2279
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,19,1,148
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,1,10,0,14181
E54000031,NHS South West London Integrated Care Board,2021/22,3,10,0,4511
E54000027,NHS North West London Integrated Care Board,2020/21,1,3,0,1376
E54000027,NHS North West London Integrated Care Board,2021/22,3,14,0,6523
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,5,14,0,4
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,7,0,1065
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,4,16,0,937
E54000031,NHS South West London Integrated Care Board,2020/21,1,20,1,60
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,5,0,1417
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,22,0,46
E54000034,NHS Frimley Integrated Care Board,2021/22,5,18,0,32
E54000028,NHS North Central London Integrated Care Board,2019/20,3,0,1,7
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,1,12,0,3279
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,1,8,1,44
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,10,1,53
E54000037,NHS Devon Integrated Care Board,2020/21,3,12,1,2
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,1,22,1,35
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,5,1,1
E54000038,NHS Somerset Integrated Care Board,2021/22,1,23,1,18
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,16,0,5788
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,16,1,10
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,1,2,1,27
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,4,14,0,27
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,17,1,25
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,4,12,0,1
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,18,0,16909
E54000062,NHS Black Country Integrated Care Board,2023/24,3,9,0,7930
E54000062,NHS Black Country Integrated Care Board,2023/24,1,6,0,1195
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,1,3,1,29
E54000027,NHS North West London Integrated Care Board,2019/20,1,10,0,7751
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,4,13,0,13
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,1,17,1,55
E54000027,NHS North West London Integrated Care Board,2022/23,5,8,0,98
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,1,14,0,10149
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,23,0,9
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,15,0,15965
E54000029,NHS North East London Integrated Care Board,2022/23,4,16,0,29
E54000037,NHS Devon Integrated Care Board,2023/24,1,3,0,1117
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,14,0,5097
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,19,1,244
E54000030,NHS South East London Integrated Care Board,2020/21,1,0,0,2451
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,18,0,2944
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,12,1,65
E54000062,NHS Black Country Integrated Care Board,2019/20,1,11,0,6369
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,5,3,0,1
E54000037,NHS Devon Integrated Care Board,2021/22,3,13,0,2237
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,1,20,0,8824
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,12,1,149
E54000064,NHS Sussex Integrated Care Board,2022/23,1,0,1,117
E54000029,NHS North East London Integrated Care Board,2019/20,3,21,0,3001
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,19,1,80
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,20,0,5730
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,3,5,0,3
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,19,0,1131
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,19,0,4607
E54000029,NHS North East London Integrated Care Board,2020/21,1,18,0,6735
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,5,1,23
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,1,2,0,873
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,12,0,3370
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,13,0,1845
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,4,18,0,6
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,1,23,1,105
E54000062,NHS Black Country Integrated Care Board,2021/22,1,1,1,66
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,14,1,43
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,9,0,4265
E54000041,NHS Dorset Integrated Care Board,2020/21,3,8,1,1
E54000028,NHS North Central London Integrated Care Board,2023/24,1,6,0,1302
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,1,17,1,309
E54000029,NHS North East London Integrated Care Board,2022/23,3,14,0,5091
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,12,0,936
E54000030,NHS South East London Integrated Care Board,2019/20,4,8,0,11
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,3,0,109
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,3,15,0,3862
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,13,0,2786
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,21,0,1528
E54000064,NHS Sussex Integrated Care Board,2021/22,3,11,1,36
E54000038,NHS Somerset Integrated Care Board,2022/23,1,9,0,1967
E54000037,NHS Devon Integrated Care Board,2019/20,3,11,1,8
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,1,0,1,5
E54000030,NHS South East London Integrated Care Board,2019/20,4,11,1,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,3,9,1,7
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,3,14,1,3
E54000031,NHS South West London Integrated Care Board,2022/23,3,15,1,9
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,3,0,1,1
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,3,23,1,4
E54000041,NHS Dorset Integrated Care Board,2023/24,4,19,0,3
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,3,16,1,1
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,3,2,0,2
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,4,17,1,2
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,1,1,153
E54000030,NHS South East London Integrated Care Board,2019/20,1,16,0,10074
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,3,1,1,7
E54000034,NHS Frimley Integrated Care Board,2022/23,5,23,0,343
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,3,0,1322
E54000028,NHS North Central London Integrated Care Board,2019/20,3,12,0,5614
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,1,3,0,1055
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,5,0,6
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,1,20,0,3837
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,3,10,0,3184
E54000064,NHS Sussex Integrated Care Board,2021/22,1,2,0,1632
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,3,0,1196
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,1,5,0,955
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,1,16,1,135
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,1,7,0,600
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,3,6,0,32
E54000034,NHS Frimley Integrated Care Board,2020/21,1,2,0,510
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,23,0,104
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,2,1,60
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,1,23,0,3415
E54000062,NHS Black Country Integrated Care Board,2020/21,3,22,0,85
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,3,0,3091
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,3,20,0,1706
E54000041,NHS Dorset Integrated Care Board,2022/23,3,8,0,936
E54000031,NHS South West London Integrated Care Board,2019/20,1,10,0,6969
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,3,10,0,1592
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,4,13,0,18
E54000030,NHS South East London Integrated Care Board,2022/23,3,14,0,3774
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,5,0,360
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,6,0,187
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,8,1,4
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,3,9,0,2077
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,19,0,2525
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,23,0,9874
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,18,1,42
E54000029,NHS North East London Integrated Care Board,2019/20,1,10,1,70
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,2,0,827
E54000041,NHS Dorset Integrated Care Board,2021/22,4,15,0,8
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,7,0,236
E54000027,NHS North West London Integrated Care Board,2020/21,5,14,0,35
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,23,0,1531
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,4,8,0,28
E54000062,NHS Black Country Integrated Care Board,2019/20,3,12,0,1490
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,3,18,0,2069
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,14,0,242
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,1,9,0,8117
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,4,0,338
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,4,19,0,1332
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,1,2,1,49
E54000027,NHS North West London Integrated Care Board,2020/21,1,23,0,3506
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,1,12,1,69
E54000038,NHS Somerset Integrated Care Board,2023/24,1,20,0,2839
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,20,1,49
E54000028,NHS North Central London Integrated Care Board,2022/23,3,15,1,14
E54000028,NHS North Central London Integrated Care Board,2020/21,3,21,1,8
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,0,0,6059
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,21,0,14434
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,1,19,1,164
E54000064,NHS Sussex Integrated Care Board,2021/22,1,0,1,114
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,4,1,66
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,2,1,94
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,1,6,0,1197
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,3,12,0,3216
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,3,22,0,849
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,1,11,0,10139
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,13,1,7
E54000030,NHS South East London Integrated Care Board,2021/22,1,15,1,136
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,8,0,3777
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,3,19,1,2
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,2,1,23
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,5,1,46
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,12,1,7
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,0,0,1051
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,20,1,159
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,2,0,101
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,3,22,0,262
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,1,10,0,5991
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,3,16,0,3170
E54000030,NHS South East London Integrated Care Board,2023/24,4,10,0,31
E54000034,NHS Frimley Integrated Care Board,2021/22,1,0,0,1771
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,4,15,0,2289
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,20,1,78
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,1,11,1,45
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,4,1,62
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,4,11,0,238
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,1,1,1,28
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,3,14,0,7505
E54000029,NHS North East London Integrated Care Board,2022/23,3,4,0,556
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,4,0,5
E54000062,NHS Black Country Integrated Care Board,2019/20,1,10,1,84
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,15,0,7208
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,4,0,291
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,14,0,9075
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,22,1,5
E54000029,NHS North East London Integrated Care Board,2019/20,3,13,1,8
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,5,10,1,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,18,0,4250
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,3,15,1,19
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,4,9,0,598
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,4,8,0,4
E54000031,NHS South West London Integrated Care Board,2021/22,3,20,0,1776
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,1,8,0,1765
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,13,0,10
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,7,0,15
E54000038,NHS Somerset Integrated Care Board,2022/23,1,9,1,12
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,1,22,1,38
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,15,1,41
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,4,9,0,12
E54000029,NHS North East London Integrated Care Board,2020/21,3,1,1,5
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,23,0,1965
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,1,19,1,93
E54000029,NHS North East London Integrated Care Board,2020/21,3,10,0,1862
E54000062,NHS Black Country Integrated Care Board,2021/22,5,23,0,1
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,3,12,1,4
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,19,1,37
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,5,11,0,5
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,4,0,7
E54000064,NHS Sussex Integrated Care Board,2022/23,4,17,0,19
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,1,17,1,136
E54000062,NHS Black Country Integrated Care Board,2021/22,1,1,0,2299
E54000037,NHS Devon Integrated Care Board,2019/20,3,2,0,9
E54000027,NHS North West London Integrated Care Board,2019/20,3,15,0,9075
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,4,9,0,372
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,4,13,0,9
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,5,0,414
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,13,0,969
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,4,12,0,1698
E54000028,NHS North Central London Integrated Care Board,2020/21,1,14,0,3295
E54000027,NHS North West London Integrated Care Board,2023/24,3,0,0,2353
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,9,1,24
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,1,15,0,7477
E54000030,NHS South East London Integrated Care Board,2019/20,3,9,0,6214
E54000041,NHS Dorset Integrated Care Board,2021/22,1,5,1,17
E54000031,NHS South West London Integrated Care Board,2021/22,3,17,1,3
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,19,0,859
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,0,1,63
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,2,0,1217
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,12,0,2871
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,21,1,81
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,23,1,288
E54000038,NHS Somerset Integrated Care Board,2021/22,1,23,0,1420
E54000029,NHS North East London Integrated Care Board,2020/21,1,8,0,2209
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,12,0,1813
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,1,19,1,147
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,4,0,4
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,3,12,0,220
E54000028,NHS North Central London Integrated Care Board,2022/23,5,20,0,4
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,17,1,9
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,4,14,0,6
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,3,0,0,10
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,15,1,1
E54000027,NHS North West London Integrated Care Board,2022/23,5,5,0,1
E54000062,NHS Black Country Integrated Care Board,2020/21,4,14,0,1
E54000038,NHS Somerset Integrated Care Board,2019/20,4,14,0,1
E54000038,NHS Somerset Integrated Care Board,2022/23,3,18,1,12
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,0,0,2
E54000028,NHS North Central London Integrated Care Board,2021/22,5,20,0,1
E54000062,NHS Black Country Integrated Care Board,2023/24,3,11,1,2
E54000027,NHS North West London Integrated Care Board,2023/24,4,13,1,4
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,5,20,0,1
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,4,4,0,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,3,12,1,1
E54000028,NHS North Central London Integrated Care Board,2021/22,3,4,1,1
E54000038,NHS Somerset Integrated Care Board,2023/24,5,21,0,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,5,0,2
E54000027,NHS North West London Integrated Care Board,2022/23,4,14,1,1
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,5,18,0,104
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,1,22,0,5144
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,10,0,4521
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,1,18,1,190
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,1,16,0,3002
E54000034,NHS Frimley Integrated Care Board,2020/21,5,18,0,21
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,11,0,3392
E54000041,NHS Dorset Integrated Care Board,2021/22,1,16,0,3961
E54000028,NHS North Central London Integrated Care Board,2019/20,1,9,0,3769
E54000037,NHS Devon Integrated Care Board,2019/20,4,18,0,8
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,13,1,122
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,1,1,60
E54000027,NHS North West London Integrated Care Board,2021/22,5,17,1,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,4,8,0,187
E54000062,NHS Black Country Integrated Care Board,2020/21,1,1,1,45
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,0,1,61
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,3,11,1,9
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,15,1,40
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,1,9,1,17
E54000064,NHS Sussex Integrated Care Board,2023/24,3,18,1,48
E54000030,NHS South East London Integrated Care Board,2019/20,1,21,1,119
E54000034,NHS Frimley Integrated Care Board,2020/21,5,0,1,1
E54000029,NHS North East London Integrated Care Board,2020/21,3,18,0,2100
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,1,14,1,73
E54000028,NHS North Central London Integrated Care Board,2020/21,3,19,1,14
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,1,1,18
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,1,0,1,31
E54000029,NHS North East London Integrated Care Board,2023/24,1,22,1,101
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,0,0,2186
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,4,7,0,10
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,4,15,0,2073
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,11,0,1022
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,23,0,5150
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,3,1,1,16
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,5,1,56
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,4,12,0,14
E54000029,NHS North East London Integrated Care Board,2023/24,3,0,0,2190
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,5,12,1,4
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,3,20,0,1736
E54000062,NHS Black Country Integrated Care Board,2019/20,3,4,0,121
E54000034,NHS Frimley Integrated Care Board,2023/24,1,9,0,3460
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,16,0,4819
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,1,5,0,1041
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,4,1,23
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,1,21,1,66
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,3,23,0,24
E54000027,NHS North West London Integrated Care Board,2020/21,1,16,1,91
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,3,8,0,3660
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,5,1,21
E54000041,NHS Dorset Integrated Care Board,2023/24,3,7,0,10
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,3,19,0,10025
E54000062,NHS Black Country Integrated Care Board,2022/23,1,6,0,1279
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,17,1,8
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,3,6,0,46
E54000034,NHS Frimley Integrated Care Board,2019/20,1,7,1,10
E54000034,NHS Frimley Integrated Care Board,2021/22,3,13,0,178
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,0,0,15
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,16,0,5633
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,18,0,5832
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,18,1,41
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,9,1,18
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,14,1,67
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,5,1,33
