ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,mh_snomed,mhsds_flag,attends,left_b4_completion
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,3,0,0,64549,1260
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,0,0,152712,4885
E54000062,NHS Black Country Integrated Care Board,2022/23,4,0,1,49,5
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,5,0,1,10,0
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,4,1,0,178,1
E54000028,NHS North Central London Integrated Care Board,2020/21,1,1,1,2244,14
E54000041,NHS Dorset Integrated Care Board,2019/20,3,0,1,17068,408
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,3,0,1,2084,33
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,4,0,0,47647,159
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,1,0,1,295715,24475
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,3,0,0,48133,562
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,0,1,8721,212
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,0,0,93570,9271
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,4,0,1,185,8
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,5,0,1,13,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,5,0,1,2,0
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,3,0,1,15585,420
E54000027,NHS North West London Integrated Care Board,2019/20,3,1,1,283,5
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,5,0,0,6,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,3,1,0,123,2
E54000037,NHS Devon Integrated Care Board,2022/23,1,1,1,3592,409
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,1,1,0,547,9
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,3,0,1,49736,2587
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,5,0,0,560,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,0,1,95427,7790
E54000038,NHS Somerset Integrated Care Board,2022/23,3,1,0,185,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,1,0,211,2
E54000029,NHS North East London Integrated Care Board,2022/23,4,1,1,2,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,0,1,9398,105
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,1,1,134,3
E54000027,NHS North West London Integrated Care Board,2023/24,3,1,1,528,27
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,1,0,461,8
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,0,0,229186,6036
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,3,0,0,346843,11009
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,1,1,4254,222
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,1,1,2310,100
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,5,0,0,108,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,1,0,346,1
E54000030,NHS South East London Integrated Care Board,2020/21,3,0,0,108531,1998
E54000029,NHS North East London Integrated Care Board,2019/20,4,0,0,614,12
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,1,0,747,5
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,0,0,191239,9582
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,3,0,1,565,10
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,4,0,1,12491,564
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,1,0,0,268903,9329
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,5,0,0,21,0
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,3,1,0,109,10
E54000041,NHS Dorset Integrated Care Board,2020/21,1,1,0,415,4
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,4,0,1,4854,304
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,1,1,3619,139
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,1,1,193,3
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,1,0,0,575469,30275
E54000034,NHS Frimley Integrated Care Board,2023/24,5,1,1,42,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,3,1,0,165,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,1,1,2914,114
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,3,0,0,4262,103
E54000037,NHS Devon Integrated Care Board,2019/20,4,0,0,317,8
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,1,1,0,2175,21
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,5,0,0,805,4
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,0,0,342976,18260
E54000034,NHS Frimley Integrated Care Board,2023/24,5,0,0,35989,240
E54000064,NHS Sussex Integrated Care Board,2022/23,5,0,0,104,4
E54000034,NHS Frimley Integrated Care Board,2023/24,3,1,1,12,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,1,0,415,0
E54000038,NHS Somerset Integrated Care Board,2019/20,3,1,1,149,4
E54000031,NHS South West London Integrated Care Board,2021/22,5,0,1,500,1
E54000034,NHS Frimley Integrated Care Board,2020/21,3,0,0,1660,18
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,3,0,0,73997,1778
E54000027,NHS North West London Integrated Care Board,2019/20,4,0,1,3068,130
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,4,1,0,8,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,5,0,1,2,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,5,0,1,167,2
E54000031,NHS South West London Integrated Care Board,2023/24,4,1,0,10,0
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,5,0,0,35,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,3,0,1,18218,1405
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,3,1,1,473,32
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,3,1,1,446,11
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,4,1,0,10,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,1,1,0,621,9
E54000038,NHS Somerset Integrated Care Board,2019/20,1,0,1,43542,1312
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,0,0,52250,1193
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,5,0,0,6,0
E54000030,NHS South East London Integrated Care Board,2020/21,4,1,1,1,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,0,0,209636,13181
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,1,0,1,70269,7444
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,3,0,1,16399,1564
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,3,0,1,776,25
E54000031,NHS South West London Integrated Care Board,2023/24,5,0,1,1911,18
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,1,0,0,338812,23447
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,3,1,0,363,2
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,4,0,0,612,32
E54000034,NHS Frimley Integrated Care Board,2023/24,5,1,0,48,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,0,1,15093,538
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,3,1,1,370,10
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,0,1,297007,19004
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,3,1,0,28,0
E54000029,NHS North East London Integrated Care Board,2019/20,1,0,0,403560,9521
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,3,1,1,11,1
E54000027,NHS North West London Integrated Care Board,2020/21,3,1,0,333,1
E54000062,NHS Black Country Integrated Care Board,2019/20,5,0,0,2,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,1,1,2852,180
E54000034,NHS Frimley Integrated Care Board,2019/20,4,0,1,730,24
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,1,0,1,91421,10440
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,1,1,1,1841,21
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,1,0,18,0
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,1,0,575,19
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,3,1,1,176,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,1,0,38,0
E54000038,NHS Somerset Integrated Care Board,2021/22,3,1,0,133,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,3,1,0,198,1
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,3,1,0,161,1
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,5,1,1,1,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,1,1,151,3
E54000027,NHS North West London Integrated Care Board,2023/24,1,0,0,398381,21461
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,4,0,0,280,9
E54000031,NHS South West London Integrated Care Board,2022/23,4,1,0,37,1
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,3,1,0,79,2
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,3,0,1,16756,1344
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,4,0,0,3019,88
E54000028,NHS North Central London Integrated Care Board,2021/22,1,1,0,1262,12
E54000031,NHS South West London Integrated Care Board,2019/20,4,1,0,31,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,1,0,0,182997,5823
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,4,1,1,4,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,0,0,201355,7589
E54000028,NHS North Central London Integrated Care Board,2019/20,3,0,0,163980,4385
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,4,0,1,12,0
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,4,0,0,26,1
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,1,0,396,4
E54000064,NHS Sussex Integrated Care Board,2021/22,3,1,0,563,11
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,3,1,1,85,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,1,0,135,1
E54000038,NHS Somerset Integrated Care Board,2021/22,1,0,0,97686,1885
E54000041,NHS Dorset Integrated Care Board,2022/23,1,1,1,2339,81
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,3,1,1,130,1
E54000038,NHS Somerset Integrated Care Board,2023/24,3,0,0,81169,1119
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,1,0,175,2
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,3,1,1,187,11
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,3,0,0,28848,353
E54000030,NHS South East London Integrated Care Board,2020/21,1,1,0,1633,16
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,4,0,0,492,8
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,3,1,1,30,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,4,0,0,37425,6
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,0,1,75056,5217
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,4,0,1,54,9
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,1,1,0,564,12
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,1,0,0,125793,6332
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,5,0,1,86,1
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,0,0,53767,383
E54000030,NHS South East London Integrated Care Board,2022/23,4,1,0,2,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,1,1,0,955,13
E54000027,NHS North West London Integrated Care Board,2022/23,5,0,0,16356,287
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,1,1,5974,177
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,1,1,1,6175,140
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,3,1,1,16,0
E54000029,NHS North East London Integrated Care Board,2021/22,4,1,0,4,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,3,1,0,8,1
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,3,1,0,195,4
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,3,1,0,73,2
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,0,1,148287,11554
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,4,0,0,222,12
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,5,0,1,11,0
E54000031,NHS South West London Integrated Care Board,2023/24,3,1,0,113,4
E54000062,NHS Black Country Integrated Care Board,2023/24,5,0,0,450,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,0,0,562069,34068
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,3,0,1,20043,703
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,5,0,1,5,0
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,4,0,1,35,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,3,0,0,32792,766
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,1,1,22,0
E54000031,NHS South West London Integrated Care Board,2020/21,4,1,0,35,1
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,3,1,1,61,0
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,5,0,1,1,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,4,0,1,247,32
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,1,1,6753,197
E54000062,NHS Black Country Integrated Care Board,2022/23,1,1,1,5302,139
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,0,0,299653,9846
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,3,0,1,3328,165
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,4,1,1,7,2
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,0,0,15123,127
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,3,0,1,7448,144
E54000041,NHS Dorset Integrated Care Board,2019/20,1,1,1,2074,67
E54000062,NHS Black Country Integrated Care Board,2020/21,4,0,1,8,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,1,1,1,3351,173
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,5,1,0,2,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,5,0,0,1,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,0,0,14512,121
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,4,0,0,21460,1187
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,3,1,1,580,3
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,1,1,6255,183
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,0,1,20465,1125
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,3,0,0,59988,367
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,4,1,1,1,0
E54000031,NHS South West London Integrated Care Board,2022/23,5,0,0,8868,54
E54000062,NHS Black Country Integrated Care Board,2023/24,1,1,1,5156,178
E54000041,NHS Dorset Integrated Care Board,2023/24,1,1,0,458,7
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,5,0,0,311,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,0,0,167843,4129
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,4,0,1,27,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,1,0,26,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,1,1,1,2971,110
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,1,0,0,93812,1498
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,4,0,1,44,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,5,0,0,32,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,5,0,0,346,3
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,3,0,1,13235,257
E54000041,NHS Dorset Integrated Care Board,2023/24,5,0,0,62,0
E54000064,NHS Sussex Integrated Care Board,2023/24,1,1,0,840,17
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,4,0,1,40,2
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,4,0,0,85,5
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,0,1,66898,1177
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,0,0,150621,5620
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,1,0,485,7
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,5,0,0,51,2
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,5,1,1,1,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,0,0,26704,736
E54000028,NHS North Central London Integrated Care Board,2019/20,3,1,0,582,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,4,1,0,1,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,1,0,0,288655,13613
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,1,0,444,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,0,1,47696,4122
E54000062,NHS Black Country Integrated Care Board,2022/23,1,0,1,107248,8326
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,5,0,0,9,0
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,4,0,0,29,0
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,4,0,1,108,6
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,1,0,7,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,5,0,0,1,0
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,3,0,1,74267,937
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,1,0,852,14
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,3,1,1,20,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,1,1,3076,113
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,0,0,263083,10709
E54000038,NHS Somerset Integrated Care Board,2021/22,3,0,1,17756,515
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,0,0,20798,160
E54000028,NHS North Central London Integrated Care Board,2019/20,4,1,0,2,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,0,0,176154,6118
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,1,0,598,5
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,3,0,0,45224,724
E54000062,NHS Black Country Integrated Care Board,2020/21,1,0,0,206674,2373
E54000034,NHS Frimley Integrated Care Board,2019/20,3,1,1,2,0
E54000028,NHS North Central London Integrated Care Board,2022/23,4,1,1,38,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,3,0,1,17782,433
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,4,0,1,122,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,1,0,0,346942,23654
E54000031,NHS South West London Integrated Care Board,2023/24,1,0,0,360839,8002
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,1,1,0,1260,17
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,3,1,0,111,1
E54000028,NHS North Central London Integrated Care Board,2019/20,1,0,0,223764,7516
E54000038,NHS Somerset Integrated Care Board,2020/21,3,0,0,47824,346
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,4,0,0,69,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,4,0,1,7,1
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,5,0,1,3,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,1,1,50,1
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,3,1,0,2,0
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,5,0,1,4,0
E54000029,NHS North East London Integrated Care Board,2022/23,4,0,1,165,3
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,1,0,1,102396,7325
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,1,0,580,7
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,0,1,59495,1345
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,0,1,12486,418
E54000031,NHS South West London Integrated Care Board,2021/22,1,1,1,2848,55
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,3,0,1,15144,384
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,1,1,5538,297
E54000062,NHS Black Country Integrated Care Board,2019/20,3,0,0,36700,512
E54000027,NHS North West London Integrated Care Board,2019/20,5,0,1,79,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,1,1,12,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,4,0,1,32,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,1,1,191,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,1,0,0,164414,7144
E54000031,NHS South West London Integrated Care Board,2023/24,4,0,1,345,4
E54000038,NHS Somerset Integrated Care Board,2022/23,5,0,0,11,0
E54000062,NHS Black Country Integrated Care Board,2023/24,3,0,0,186060,5949
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,4,0,0,301,8
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,1,1,1,2786,187
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,4,0,1,10760,21
E54000034,NHS Frimley Integrated Care Board,2019/20,5,0,1,4285,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,4,0,1,50,1
E54000064,NHS Sussex Integrated Care Board,2019/20,4,0,1,113,4
E54000037,NHS Devon Integrated Care Board,2019/20,3,0,1,11479,212
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,0,1,155081,6676
E54000037,NHS Devon Integrated Care Board,2019/20,1,1,0,444,15
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,3,0,1,1384,33
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,3,1,0,45,0
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,0,1,45573,2212
E54000031,NHS South West London Integrated Care Board,2019/20,1,0,1,113662,3614
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,5,1,1,1,0
E54000062,NHS Black Country Integrated Care Board,2021/22,1,1,1,5796,132
E54000027,NHS North West London Integrated Care Board,2021/22,3,1,1,1091,13
E54000064,NHS Sussex Integrated Care Board,2022/23,1,0,1,106988,10146
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,4,0,0,320,7
E54000030,NHS South East London Integrated Care Board,2020/21,1,0,0,266780,3756
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,3,0,1,2903,74
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,1,0,1,45358,141
E54000028,NHS North Central London Integrated Care Board,2019/20,3,0,1,32213,1080
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,3,0,0,98620,7663
E54000041,NHS Dorset Integrated Care Board,2023/24,4,0,0,183,2
E54000038,NHS Somerset Integrated Care Board,2022/23,3,0,1,17644,677
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,0,0,124410,4521
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,3,1,1,62,3
E54000034,NHS Frimley Integrated Care Board,2022/23,4,0,1,457,3
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,1,1,0,667,7
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,3,0,0,81320,631
E54000064,NHS Sussex Integrated Care Board,2023/24,4,0,0,424,11
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,1,0,0,129092,2929
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,5,0,0,7,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,1,0,1,130324,5777
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,1,1,1,1312,61
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,3,0,1,6400,95
E54000041,NHS Dorset Integrated Care Board,2021/22,1,1,0,458,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,4,1,1,1,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,4,1,0,1,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,4,1,1,2,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,0,0,73491,2174
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,1,1,1237,46
E54000041,NHS Dorset Integrated Care Board,2020/21,1,1,1,2127,47
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,5,0,1,2,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,0,0,4800,138
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,0,0,5786,175
E54000041,NHS Dorset Integrated Care Board,2020/21,1,0,1,51684,1273
E54000037,NHS Devon Integrated Care Board,2020/21,5,0,0,4,0
E54000031,NHS South West London Integrated Care Board,2020/21,5,0,0,1782,4
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,3,1,0,5,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,4,0,1,30,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,1,1,0,487,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,4,1,0,2,0
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,5,0,1,2,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,5,0,1,46,3
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,0,1,295559,28195
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,3,0,1,66289,1340
